LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
HUN,TERMTRADE,TOT,RT,A,2016,100.66553921738,NA
HUN,TERMTRADE,TOT,RT,A,2017,100.223412466625,NA
HUN,TERMTRADE,TOT,RT,A,2018,99.2947677220931,NA
HUN,TERMTRADE,TOT,RT,A,2019,99.5651766049695,NA
HUN,TERMTRADE,TOT,RT,A,2020,101.436240398453,E
ISL,TERMTRADE,TOT,RT,A,1970,110.563656496451,E
ISL,TERMTRADE,TOT,RT,A,1971,123.192587864927,E
ISL,TERMTRADE,TOT,RT,A,1972,120.558236581889,E
ISL,TERMTRADE,TOT,RT,A,1973,132.723613961951,E
ISL,TERMTRADE,TOT,RT,A,1974,123.932784290472,E
ISL,TERMTRADE,TOT,RT,A,1975,110.233645646634,E
ISL,TERMTRADE,TOT,RT,A,1976,118.816029308698,E
ISL,TERMTRADE,TOT,RT,A,1977,127.119007200102,E
ISL,TERMTRADE,TOT,RT,A,1978,127.442611984131,E
ISL,TERMTRADE,TOT,RT,A,1979,116.473425356487,E
ISL,TERMTRADE,TOT,RT,A,1980,113.248058623,E
ISL,TERMTRADE,TOT,RT,A,1981,112.772592797354,E
ISL,TERMTRADE,TOT,RT,A,1982,111.960691729152,E
ISL,TERMTRADE,TOT,RT,A,1983,110.452605742386,E
ISL,TERMTRADE,TOT,RT,A,1984,111.184275695726,E
ISL,TERMTRADE,TOT,RT,A,1985,110.141654276475,E
ISL,TERMTRADE,TOT,RT,A,1986,116.089476756054,E
ISL,TERMTRADE,TOT,RT,A,1987,121.059746701826,E
ISL,TERMTRADE,TOT,RT,A,1988,120.080077071866,E
ISL,TERMTRADE,TOT,RT,A,1989,115.377049406125,E
ISL,TERMTRADE,TOT,RT,A,1990,113.106388121263,E
ISL,TERMTRADE,TOT,RT,A,1991,116.998436924543,E
ISL,TERMTRADE,TOT,RT,A,1992,116.354381293439,E
ISL,TERMTRADE,TOT,RT,A,1993,112.126439724284,E
ISL,TERMTRADE,TOT,RT,A,1994,112.442575877608,E
ISL,TERMTRADE,TOT,RT,A,1995,113.612645237611,NA
ISL,TERMTRADE,TOT,RT,A,1996,110.096070556522,NA
ISL,TERMTRADE,TOT,RT,A,1997,112.212386003285,NA
ISL,TERMTRADE,TOT,RT,A,1998,117.974155775728,NA
ISL,TERMTRADE,TOT,RT,A,1999,117.163238165441,NA
ISL,TERMTRADE,TOT,RT,A,2000,114.099642072293,NA
ISL,TERMTRADE,TOT,RT,A,2001,114.191652568303,NA
ISL,TERMTRADE,TOT,RT,A,2002,114.906780552413,NA
ISL,TERMTRADE,TOT,RT,A,2003,110.122557519492,NA
ISL,TERMTRADE,TOT,RT,A,2004,108.483659172011,NA
ISL,TERMTRADE,TOT,RT,A,2005,109.536990251657,NA
ISL,TERMTRADE,TOT,RT,A,2006,112.919089082377,NA
ISL,TERMTRADE,TOT,RT,A,2007,108.861901956327,NA
ISL,TERMTRADE,TOT,RT,A,2008,101.539754088442,NA
ISL,TERMTRADE,TOT,RT,A,2009,93.689338742327,NA
ISL,TERMTRADE,TOT,RT,A,2010,97.9048315073784,NA
ISL,TERMTRADE,TOT,RT,A,2011,95.2860697589877,NA
ISL,TERMTRADE,TOT,RT,A,2012,92.356768592127,NA
ISL,TERMTRADE,TOT,RT,A,2013,90.5851748196319,NA
ISL,TERMTRADE,TOT,RT,A,2014,93.629902885268,NA
ISL,TERMTRADE,TOT,RT,A,2015,100,NA
ISL,TERMTRADE,TOT,RT,A,2016,102.668682292402,NA
ISL,TERMTRADE,TOT,RT,A,2017,104.218940198822,NA
ISL,TERMTRADE,TOT,RT,A,2018,100.401284950082,NA
ISL,TERMTRADE,TOT,RT,A,2019,99.7690379046181,NA
ISL,TERMTRADE,TOT,RT,A,2020,97.3905179093501,NA
IRL,TERMTRADE,TOT,RT,A,1970,119.068022390045,E
IRL,TERMTRADE,TOT,RT,A,1971,121.198148007522,E
IRL,TERMTRADE,TOT,RT,A,1972,127.845524216679,E
IRL,TERMTRADE,TOT,RT,A,1973,134.319786614181,E
IRL,TERMTRADE,TOT,RT,A,1974,114.461658502862,E
IRL,TERMTRADE,TOT,RT,A,1975,112.405732123594,E
IRL,TERMTRADE,TOT,RT,A,1976,116.193903795956,E
IRL,TERMTRADE,TOT,RT,A,1977,114.174743247645,E
IRL,TERMTRADE,TOT,RT,A,1978,116.249950720948,E
IRL,TERMTRADE,TOT,RT,A,1979,112.03042163954,E
IRL,TERMTRADE,TOT,RT,A,1980,105.192425896808,E
IRL,TERMTRADE,TOT,RT,A,1981,103.212744006536,E
IRL,TERMTRADE,TOT,RT,A,1982,106.314865469067,E
IRL,TERMTRADE,TOT,RT,A,1983,110.242168852701,E
IRL,TERMTRADE,TOT,RT,A,1984,108.899113853439,E
IRL,TERMTRADE,TOT,RT,A,1985,109.462650633015,E
IRL,TERMTRADE,TOT,RT,A,1986,114.221755553212,E
IRL,TERMTRADE,TOT,RT,A,1987,113.246852571261,E
IRL,TERMTRADE,TOT,RT,A,1988,112.44129455511,E
IRL,TERMTRADE,TOT,RT,A,1989,113.633432175632,E
IRL,TERMTRADE,TOT,RT,A,1990,108.468013110096,E
IRL,TERMTRADE,TOT,RT,A,1991,105.637634139756,E
IRL,TERMTRADE,TOT,RT,A,1992,104.846703469082,E
IRL,TERMTRADE,TOT,RT,A,1993,107.130269587223,E
IRL,TERMTRADE,TOT,RT,A,1994,104.824306182947,E
IRL,TERMTRADE,TOT,RT,A,1995,102.921502775587,NA
IRL,TERMTRADE,TOT,RT,A,1996,102.989340078107,NA
IRL,TERMTRADE,TOT,RT,A,1997,103.310853786023,NA
IRL,TERMTRADE,TOT,RT,A,1998,104.269112546966,NA
IRL,TERMTRADE,TOT,RT,A,1999,104.049130591226,NA
IRL,TERMTRADE,TOT,RT,A,2000,103.93065301923,NA
IRL,TERMTRADE,TOT,RT,A,2001,105.255479134612,NA
IRL,TERMTRADE,TOT,RT,A,2002,107.476921135171,NA
IRL,TERMTRADE,TOT,RT,A,2003,106.357396103096,NA
IRL,TERMTRADE,TOT,RT,A,2004,100.643568702997,NA
IRL,TERMTRADE,TOT,RT,A,2005,102.361473100327,NA
IRL,TERMTRADE,TOT,RT,A,2006,101.389939644984,NA
IRL,TERMTRADE,TOT,RT,A,2007,101.872822439414,NA
IRL,TERMTRADE,TOT,RT,A,2008,102.93997772545,NA
IRL,TERMTRADE,TOT,RT,A,2009,101.464891269118,NA
IRL,TERMTRADE,TOT,RT,A,2010,98.0976532680969,NA
IRL,TERMTRADE,TOT,RT,A,2011,100.089805578356,NA
IRL,TERMTRADE,TOT,RT,A,2012,98.2138318631527,NA
IRL,TERMTRADE,TOT,RT,A,2013,98.042115712251,NA
IRL,TERMTRADE,TOT,RT,A,2014,96.0878215928862,NA
IRL,TERMTRADE,TOT,RT,A,2015,100,NA
IRL,TERMTRADE,TOT,RT,A,2016,99.807763306052,NA
IRL,TERMTRADE,TOT,RT,A,2017,98.1121313405734,NA
IRL,TERMTRADE,TOT,RT,A,2018,96.7556466100891,NA
IRL,TERMTRADE,TOT,RT,A,2019,98.001657590211,NA
IRL,TERMTRADE,TOT,RT,A,2020,97.046280284789,NA
ITA,TERMTRADE,TOT,RT,A,1970,114.072256821622,E
ITA,TERMTRADE,TOT,RT,A,1971,113.244226275175,E
ITA,TERMTRADE,TOT,RT,A,1972,114.81890156209,E
ITA,TERMTRADE,TOT,RT,A,1973,101.269136997737,E
ITA,TERMTRADE,TOT,RT,A,1974,90.3228484854289,E
ITA,TERMTRADE,TOT,RT,A,1975,92.0312758542118,E
ITA,TERMTRADE,TOT,RT,A,1976,88.1833394482314,E
ITA,TERMTRADE,TOT,RT,A,1977,89.362071271806,E
ITA,TERMTRADE,TOT,RT,A,1978,90.3257723311624,E
ITA,TERMTRADE,TOT,RT,A,1979,89.012700205516,E
ITA,TERMTRADE,TOT,RT,A,1980,86.5394640853958,E
ITA,TERMTRADE,TOT,RT,A,1981,83.202130112363,E
ITA,TERMTRADE,TOT,RT,A,1982,86.6433068270528,E
ITA,TERMTRADE,TOT,RT,A,1983,87.8290311415711,E
ITA,TERMTRADE,TOT,RT,A,1984,88.0619689297436,E
ITA,TERMTRADE,TOT,RT,A,1985,88.7270190562959,E
ITA,TERMTRADE,TOT,RT,A,1986,100.368111860755,E
ITA,TERMTRADE,TOT,RT,A,1987,103.142171232699,E
ITA,TERMTRADE,TOT,RT,A,1988,101.817735865798,E
ITA,TERMTRADE,TOT,RT,A,1989,101.472105228759,E
ITA,TERMTRADE,TOT,RT,A,1990,106.167650052789,E
ITA,TERMTRADE,TOT,RT,A,1991,110.389106689646,E
ITA,TERMTRADE,TOT,RT,A,1992,109.238766880737,E
ITA,TERMTRADE,TOT,RT,A,1993,104.338322237208,E
ITA,TERMTRADE,TOT,RT,A,1994,102.996911177327,E
ITA,TERMTRADE,TOT,RT,A,1995,99.9988801164359,NA
ITA,TERMTRADE,TOT,RT,A,1996,102.54645703099,NA
ITA,TERMTRADE,TOT,RT,A,1997,103.00342163954,NA
ITA,TERMTRADE,TOT,RT,A,1998,105.908131667123,NA
ITA,TERMTRADE,TOT,RT,A,1999,105.793976627397,NA
ITA,TERMTRADE,TOT,RT,A,2000,100.038434601185,NA
ITA,TERMTRADE,TOT,RT,A,2001,101.592184557585,NA
ITA,TERMTRADE,TOT,RT,A,2002,103.133862430042,NA
ITA,TERMTRADE,TOT,RT,A,2003,104.032518957136,NA
ITA,TERMTRADE,TOT,RT,A,2004,103.031787473219,NA
ITA,TERMTRADE,TOT,RT,A,2005,100.317712468137,NA
ITA,TERMTRADE,TOT,RT,A,2006,97.3395081144672,NA
ITA,TERMTRADE,TOT,RT,A,2007,98.4696941237779,NA
ITA,TERMTRADE,TOT,RT,A,2008,96.0664987277428,NA
ITA,TERMTRADE,TOT,RT,A,2009,101.643930039046,NA
ITA,TERMTRADE,TOT,RT,A,2010,97.6052525525421,NA
ITA,TERMTRADE,TOT,RT,A,2011,95.0541234829037,NA
ITA,TERMTRADE,TOT,RT,A,2012,93.7023279233795,NA
ITA,TERMTRADE,TOT,RT,A,2013,95.2804267999739,NA
ITA,TERMTRADE,TOT,RT,A,2014,97.7315481195045,NA
ITA,TERMTRADE,TOT,RT,A,2015,100,NA
ITA,TERMTRADE,TOT,RT,A,2016,103.253093559401,NA
ITA,TERMTRADE,TOT,RT,A,2017,101.72300885760001,NA
ITA,TERMTRADE,TOT,RT,A,2018,101.172500712039,NA
ITA,TERMTRADE,TOT,RT,A,2019,102.044785519172,NA
ITA,TERMTRADE,TOT,RT,A,2020,105.858363076049,NA
JPN,TERMTRADE,TOT,RT,A,1970,210.586503495151,E
JPN,TERMTRADE,TOT,RT,A,1971,223.163382716461,E
JPN,TERMTRADE,TOT,RT,A,1972,232.511778681414,E
JPN,TERMTRADE,TOT,RT,A,1973,215.322417577654,E
JPN,TERMTRADE,TOT,RT,A,1974,172.254413141645,E
JPN,TERMTRADE,TOT,RT,A,1975,165.098192628193,E
JPN,TERMTRADE,TOT,RT,A,1976,160.007148099957,E
JPN,TERMTRADE,TOT,RT,A,1977,160.300302604706,E
JPN,TERMTRADE,TOT,RT,A,1978,178.191750468611,E
JPN,TERMTRADE,TOT,RT,A,1979,150.941807051002,E
JPN,TERMTRADE,TOT,RT,A,1980,120.436826527802,E
JPN,TERMTRADE,TOT,RT,A,1981,121.894770051203,E
JPN,TERMTRADE,TOT,RT,A,1982,118.861293331099,E
JPN,TERMTRADE,TOT,RT,A,1983,118.728239979274,E
JPN,TERMTRADE,TOT,RT,A,1984,121.280083287748,E
JPN,TERMTRADE,TOT,RT,A,1985,120.815158860498,E
JPN,TERMTRADE,TOT,RT,A,1986,153.431039333521,E
JPN,TERMTRADE,TOT,RT,A,1987,153.965217126923,E
JPN,TERMTRADE,TOT,RT,A,1988,155.399389591075,E
JPN,TERMTRADE,TOT,RT,A,1989,153.680450058328,E
JPN,TERMTRADE,TOT,RT,A,1990,145.335330136027,E
JPN,TERMTRADE,TOT,RT,A,1991,148.997293620058,E
JPN,TERMTRADE,TOT,RT,A,1992,151.740590296721,E
JPN,TERMTRADE,TOT,RT,A,1993,153.93284863327,E
JPN,TERMTRADE,TOT,RT,A,1994,155.349256970429,NA
JPN,TERMTRADE,TOT,RT,A,1995,154.6548902602,NA
JPN,TERMTRADE,TOT,RT,A,1996,147.626023774329,NA
JPN,TERMTRADE,TOT,RT,A,1997,141.574606527169,NA
JPN,TERMTRADE,TOT,RT,A,1998,147.151534249196,NA
JPN,TERMTRADE,TOT,RT,A,1999,146.668219273468,NA
JPN,TERMTRADE,TOT,RT,A,2000,138.730791448082,NA
JPN,TERMTRADE,TOT,RT,A,2001,138.899819085082,NA
JPN,TERMTRADE,TOT,RT,A,2002,138.19212320867,NA
JPN,TERMTRADE,TOT,RT,A,2003,133.909993356041,NA
JPN,TERMTRADE,TOT,RT,A,2004,128.416671583667,NA
JPN,TERMTRADE,TOT,RT,A,2005,120.257001635661,NA
JPN,TERMTRADE,TOT,RT,A,2006,111.841839152028,NA
JPN,TERMTRADE,TOT,RT,A,2007,107.446551214793,NA
JPN,TERMTRADE,TOT,RT,A,2008,97.6209296082847,NA
JPN,TERMTRADE,TOT,RT,A,2009,109.410582054819,NA
JPN,TERMTRADE,TOT,RT,A,2010,103.254283621499,NA
JPN,TERMTRADE,TOT,RT,A,2011,95.3245148943432,NA
JPN,TERMTRADE,TOT,RT,A,2012,94.0557651847388,NA
JPN,TERMTRADE,TOT,RT,A,2013,93.0123473647386,NA
JPN,TERMTRADE,TOT,RT,A,2014,92.2802324235979,NA
JPN,TERMTRADE,TOT,RT,A,2015,100,NA
JPN,TERMTRADE,TOT,RT,A,2016,105.640467742308,NA
JPN,TERMTRADE,TOT,RT,A,2017,101.610787524777,NA
JPN,TERMTRADE,TOT,RT,A,2018,97.3795363914039,NA
JPN,TERMTRADE,TOT,RT,A,2019,98.1009285024125,NA
JPN,TERMTRADE,TOT,RT,A,2020,103.125329428424,E
KOR,TERMTRADE,TOT,RT,A,1970,152.339756330264,NA
KOR,TERMTRADE,TOT,RT,A,1971,149.898882145576,NA
KOR,TERMTRADE,TOT,RT,A,1972,147.662792711014,NA
KOR,TERMTRADE,TOT,RT,A,1973,146.563960548662,NA
KOR,TERMTRADE,TOT,RT,A,1974,129.696704800543,NA
KOR,TERMTRADE,TOT,RT,A,1975,120.617402183748,NA
KOR,TERMTRADE,TOT,RT,A,1976,134.450266427682,NA
KOR,TERMTRADE,TOT,RT,A,1977,139.70847565901,NA
KOR,TERMTRADE,TOT,RT,A,1978,142.743780457268,NA
KOR,TERMTRADE,TOT,RT,A,1979,140.930471101505,NA
KOR,TERMTRADE,TOT,RT,A,1980,125.694462477551,NA
KOR,TERMTRADE,TOT,RT,A,1981,121.319977232091,NA
KOR,TERMTRADE,TOT,RT,A,1982,124.853933300166,NA
KOR,TERMTRADE,TOT,RT,A,1983,127.77882498458,NA
KOR,TERMTRADE,TOT,RT,A,1984,129.419123703647,NA
KOR,TERMTRADE,TOT,RT,A,1985,128.442878361301,NA
KOR,TERMTRADE,TOT,RT,A,1986,138.128638715258,NA
KOR,TERMTRADE,TOT,RT,A,1987,142.534435831528,NA
KOR,TERMTRADE,TOT,RT,A,1988,146.302047499961,NA
KOR,TERMTRADE,TOT,RT,A,1989,151.936291636188,NA
KOR,TERMTRADE,TOT,RT,A,1990,148.662922336461,NA
KOR,TERMTRADE,TOT,RT,A,1991,149.503963085813,NA
KOR,TERMTRADE,TOT,RT,A,1992,149.302873153527,NA
KOR,TERMTRADE,TOT,RT,A,1993,151.221802342779,NA
KOR,TERMTRADE,TOT,RT,A,1994,152.518027224692,NA
KOR,TERMTRADE,TOT,RT,A,1995,148.792447636378,NA
KOR,TERMTRADE,TOT,RT,A,1996,142.661351884552,NA
KOR,TERMTRADE,TOT,RT,A,1997,134.199760574581,NA
KOR,TERMTRADE,TOT,RT,A,1998,124.743141919426,NA
KOR,TERMTRADE,TOT,RT,A,1999,121.668876497311,NA
KOR,TERMTRADE,TOT,RT,A,2000,111.738256688425,NA
KOR,TERMTRADE,TOT,RT,A,2001,108.696552219953,NA
KOR,TERMTRADE,TOT,RT,A,2002,110.414365176282,NA
KOR,TERMTRADE,TOT,RT,A,2003,108.711653502744,NA
KOR,TERMTRADE,TOT,RT,A,2004,105.527113456823,NA
KOR,TERMTRADE,TOT,RT,A,2005,101.837893651195,NA
KOR,TERMTRADE,TOT,RT,A,2006,97.3744888932576,NA
KOR,TERMTRADE,TOT,RT,A,2007,97.0556311084768,NA
KOR,TERMTRADE,TOT,RT,A,2008,90.4339788346637,NA
KOR,TERMTRADE,TOT,RT,A,2009,93.7802094623691,NA
KOR,TERMTRADE,TOT,RT,A,2010,93.957160145065,NA
KOR,TERMTRADE,TOT,RT,A,2011,89.5250430232972,NA
KOR,TERMTRADE,TOT,RT,A,2012,89.5072258995965,NA
KOR,TERMTRADE,TOT,RT,A,2013,91.4654823718668,NA
KOR,TERMTRADE,TOT,RT,A,2014,92.2653343917303,NA
KOR,TERMTRADE,TOT,RT,A,2015,100,NA
KOR,TERMTRADE,TOT,RT,A,2016,103.565735969479,NA
KOR,TERMTRADE,TOT,RT,A,2017,103.786764979583,NA
KOR,TERMTRADE,TOT,RT,A,2018,100.437970726508,NA
KOR,TERMTRADE,TOT,RT,A,2019,94.5577682829923,NA
KOR,TERMTRADE,TOT,RT,A,2020,96.201892960291,E
LUX,TERMTRADE,TOT,RT,A,1970,106.51266644114,E
LUX,TERMTRADE,TOT,RT,A,1971,98.5267372244386,E
LUX,TERMTRADE,TOT,RT,A,1972,99.3375833241743,E
LUX,TERMTRADE,TOT,RT,A,1973,104.802076566189,E
LUX,TERMTRADE,TOT,RT,A,1974,108.268803966638,E
LUX,TERMTRADE,TOT,RT,A,1975,97.2487820176713,E
LUX,TERMTRADE,TOT,RT,A,1976,99.471016254345,E
LUX,TERMTRADE,TOT,RT,A,1977,93.144029202847,E
LUX,TERMTRADE,TOT,RT,A,1978,94.003144878642,E
LUX,TERMTRADE,TOT,RT,A,1979,93.8658476872574,E
LUX,TERMTRADE,TOT,RT,A,1980,93.769533513402,E
LUX,TERMTRADE,TOT,RT,A,1981,93.3609299953975,E
LUX,TERMTRADE,TOT,RT,A,1982,94.7372238251472,E
LUX,TERMTRADE,TOT,RT,A,1983,92.9714000165042,E
LUX,TERMTRADE,TOT,RT,A,1984,91.0750067547885,E
LUX,TERMTRADE,TOT,RT,A,1985,91.9511357986673,E
LUX,TERMTRADE,TOT,RT,A,1986,91.3418620083615,E
LUX,TERMTRADE,TOT,RT,A,1987,90.4931049930987,E
LUX,TERMTRADE,TOT,RT,A,1988,91.5086378814868,E
LUX,TERMTRADE,TOT,RT,A,1989,91.900032423717,E
LUX,TERMTRADE,TOT,RT,A,1990,90.6189041915099,E
LUX,TERMTRADE,TOT,RT,A,1991,89.4999770773452,E
LUX,TERMTRADE,TOT,RT,A,1992,88.6574069659054,E
LUX,TERMTRADE,TOT,RT,A,1993,90.815959716435,E
LUX,TERMTRADE,TOT,RT,A,1994,91.7383070376154,E
LUX,TERMTRADE,TOT,RT,A,1995,91.977737152948,NA
LUX,TERMTRADE,TOT,RT,A,1996,93.671538199254,NA
LUX,TERMTRADE,TOT,RT,A,1997,94.2521772152133,NA
LUX,TERMTRADE,TOT,RT,A,1998,92.0934698555043,NA
LUX,TERMTRADE,TOT,RT,A,1999,93.7147424672124,NA
LUX,TERMTRADE,TOT,RT,A,2000,93.7653744714259,NA
LUX,TERMTRADE,TOT,RT,A,2001,93.3602945059856,NA
LUX,TERMTRADE,TOT,RT,A,2002,93.5538427715735,NA
LUX,TERMTRADE,TOT,RT,A,2003,93.7069959240516,NA
LUX,TERMTRADE,TOT,RT,A,2004,93.4557638940662,NA
LUX,TERMTRADE,TOT,RT,A,2005,93.4401973413205,NA
LUX,TERMTRADE,TOT,RT,A,2006,94.859081790572,NA
LUX,TERMTRADE,TOT,RT,A,2007,93.7147474722178,NA
LUX,TERMTRADE,TOT,RT,A,2008,96.5264824139409,NA
LUX,TERMTRADE,TOT,RT,A,2009,98.0001589253733,NA
LUX,TERMTRADE,TOT,RT,A,2010,98.6957684129101,NA
LUX,TERMTRADE,TOT,RT,A,2011,98.8902807480208,NA
LUX,TERMTRADE,TOT,RT,A,2012,99.0739550389428,NA
LUX,TERMTRADE,TOT,RT,A,2013,99.4539306689896,NA
LUX,TERMTRADE,TOT,RT,A,2014,100.210457190169,NA
LUX,TERMTRADE,TOT,RT,A,2015,100,NA
LUX,TERMTRADE,TOT,RT,A,2016,99.3644449106983,NA
LUX,TERMTRADE,TOT,RT,A,2017,98.8765494187647,NA
LUX,TERMTRADE,TOT,RT,A,2018,98.7759794899977,NA
LUX,TERMTRADE,TOT,RT,A,2019,97.8529951135227,NA
LUX,TERMTRADE,TOT,RT,A,2020,99.5168017407357,NA
MEX,TERMTRADE,TOT,RT,A,1970,117.1325431201,E
MEX,TERMTRADE,TOT,RT,A,1971,117.338481230269,E
MEX,TERMTRADE,TOT,RT,A,1972,115.713035913466,E
MEX,TERMTRADE,TOT,RT,A,1973,115.646840568421,E
MEX,TERMTRADE,TOT,RT,A,1974,124.235594067002,E
MEX,TERMTRADE,TOT,RT,A,1975,123.419545576568,E
MEX,TERMTRADE,TOT,RT,A,1976,128.318952858584,E
MEX,TERMTRADE,TOT,RT,A,1977,117.921471606725,E
MEX,TERMTRADE,TOT,RT,A,1978,120.991389548787,E
MEX,TERMTRADE,TOT,RT,A,1979,132.779281833516,E
MEX,TERMTRADE,TOT,RT,A,1980,170.742812975318,E
MEX,TERMTRADE,TOT,RT,A,1981,175.681824236273,E
MEX,TERMTRADE,TOT,RT,A,1982,165.580445933192,E
MEX,TERMTRADE,TOT,RT,A,1983,130.997850471286,E
MEX,TERMTRADE,TOT,RT,A,1984,131.705942590741,E
MEX,TERMTRADE,TOT,RT,A,1985,125.421568462006,E
MEX,TERMTRADE,TOT,RT,A,1986,94.9788583235482,E
MEX,TERMTRADE,TOT,RT,A,1987,102.928267480661,E
MEX,TERMTRADE,TOT,RT,A,1988,100.563393277474,E
MEX,TERMTRADE,TOT,RT,A,1989,104.088766380247,E
MEX,TERMTRADE,TOT,RT,A,1990,112.107261463577,E
MEX,TERMTRADE,TOT,RT,A,1991,110.548103352331,E
MEX,TERMTRADE,TOT,RT,A,1992,111.500498440797,E
MEX,TERMTRADE,TOT,RT,A,1993,88.4091224183398,NA
MEX,TERMTRADE,TOT,RT,A,1994,93.5497407606256,NA
MEX,TERMTRADE,TOT,RT,A,1995,92.2575291184771,NA
MEX,TERMTRADE,TOT,RT,A,1996,91.8091047653445,NA
MEX,TERMTRADE,TOT,RT,A,1997,96.5675238664285,NA
MEX,TERMTRADE,TOT,RT,A,1998,96.6035067713904,NA
MEX,TERMTRADE,TOT,RT,A,1999,103.975919140094,NA
MEX,TERMTRADE,TOT,RT,A,2000,111.182399771113,NA
MEX,TERMTRADE,TOT,RT,A,2001,109.069865190382,NA
MEX,TERMTRADE,TOT,RT,A,2002,111.001122687341,NA
MEX,TERMTRADE,TOT,RT,A,2003,112.67781411261,NA
MEX,TERMTRADE,TOT,RT,A,2004,108.293630906234,NA
MEX,TERMTRADE,TOT,RT,A,2005,108.735205116682,NA
MEX,TERMTRADE,TOT,RT,A,2006,109.967334948009,NA
MEX,TERMTRADE,TOT,RT,A,2007,111.931931863271,NA
MEX,TERMTRADE,TOT,RT,A,2008,114.377000551871,NA
MEX,TERMTRADE,TOT,RT,A,2009,110.346696679985,NA
MEX,TERMTRADE,TOT,RT,A,2010,107.083216966224,NA
MEX,TERMTRADE,TOT,RT,A,2011,105.098034232937,NA
MEX,TERMTRADE,TOT,RT,A,2012,104.673715722851,NA
MEX,TERMTRADE,TOT,RT,A,2013,105.594538705793,NA
MEX,TERMTRADE,TOT,RT,A,2014,104.534079349991,NA
MEX,TERMTRADE,TOT,RT,A,2015,100,NA
MEX,TERMTRADE,TOT,RT,A,2016,99.830860552683,NA
MEX,TERMTRADE,TOT,RT,A,2017,102.448766055894,NA
MEX,TERMTRADE,TOT,RT,A,2018,102.476221780192,NA
MEX,TERMTRADE,TOT,RT,A,2019,104.790258303051,E
MEX,TERMTRADE,TOT,RT,A,2020,103.498261383272,E
NLD,TERMTRADE,TOT,RT,A,1970,104.740191850803,E
NLD,TERMTRADE,TOT,RT,A,1971,104.129445330893,E
NLD,TERMTRADE,TOT,RT,A,1972,106.227484962552,E
NLD,TERMTRADE,TOT,RT,A,1973,106.229196417049,E
NLD,TERMTRADE,TOT,RT,A,1974,100.828690310923,E
NLD,TERMTRADE,TOT,RT,A,1975,101.218927451984,E
NLD,TERMTRADE,TOT,RT,A,1976,101.413045462894,E
NLD,TERMTRADE,TOT,RT,A,1977,101.708351123791,E
NLD,TERMTRADE,TOT,RT,A,1978,102.123664309108,E
NLD,TERMTRADE,TOT,RT,A,1979,99.6203909147529,E
NLD,TERMTRADE,TOT,RT,A,1980,97.6459590369268,E
NLD,TERMTRADE,TOT,RT,A,1981,99.488398001418,E
NLD,TERMTRADE,TOT,RT,A,1982,100.232595842846,E
NLD,TERMTRADE,TOT,RT,A,1983,99.7975336009698,E
NLD,TERMTRADE,TOT,RT,A,1984,100.742921868129,E
NLD,TERMTRADE,TOT,RT,A,1985,99.4702479697787,E
NLD,TERMTRADE,TOT,RT,A,1986,100.057661904297,E
NLD,TERMTRADE,TOT,RT,A,1987,97.4609675248168,E
NLD,TERMTRADE,TOT,RT,A,1988,97.3676913579067,E
NLD,TERMTRADE,TOT,RT,A,1989,97.2391970386945,E
NLD,TERMTRADE,TOT,RT,A,1990,97.2638824931571,E
NLD,TERMTRADE,TOT,RT,A,1991,97.503483651618,E
NLD,TERMTRADE,TOT,RT,A,1992,97.0249053095264,E
NLD,TERMTRADE,TOT,RT,A,1993,96.9220659794127,E
NLD,TERMTRADE,TOT,RT,A,1994,97.2146122158795,E
NLD,TERMTRADE,TOT,RT,A,1995,97.6855578918223,NA
NLD,TERMTRADE,TOT,RT,A,1996,97.6209660305335,NA
NLD,TERMTRADE,TOT,RT,A,1997,98.7731033704484,NA
NLD,TERMTRADE,TOT,RT,A,1998,100.023157367248,NA
NLD,TERMTRADE,TOT,RT,A,1999,99.289866094552,NA
NLD,TERMTRADE,TOT,RT,A,2000,99.2186696371305,NA
NLD,TERMTRADE,TOT,RT,A,2001,100.699517018669,NA
NLD,TERMTRADE,TOT,RT,A,2002,101.477269705701,NA
NLD,TERMTRADE,TOT,RT,A,2003,101.494416687794,NA
NLD,TERMTRADE,TOT,RT,A,2004,101.054536773639,NA
NLD,TERMTRADE,TOT,RT,A,2005,101.357522687468,NA
NLD,TERMTRADE,TOT,RT,A,2006,101.474110271094,NA
NLD,TERMTRADE,TOT,RT,A,2007,101.195457092927,NA
NLD,TERMTRADE,TOT,RT,A,2008,101.033189458943,NA
NLD,TERMTRADE,TOT,RT,A,2009,101.920222476454,NA
NLD,TERMTRADE,TOT,RT,A,2010,100.112042086846,NA
NLD,TERMTRADE,TOT,RT,A,2011,98.574536772685,NA
NLD,TERMTRADE,TOT,RT,A,2012,98.6003401943737,NA
NLD,TERMTRADE,TOT,RT,A,2013,98.9689107268914,NA
NLD,TERMTRADE,TOT,RT,A,2014,98.8848679940248,NA
NLD,TERMTRADE,TOT,RT,A,2015,100,NA
NLD,TERMTRADE,TOT,RT,A,2016,100.5781969263,NA
NLD,TERMTRADE,TOT,RT,A,2017,100.352532415005,NA
NLD,TERMTRADE,TOT,RT,A,2018,100.216486003816,NA
NLD,TERMTRADE,TOT,RT,A,2019,100.790019690724,NA
NLD,TERMTRADE,TOT,RT,A,2020,101.766348310324,E
